species_name,species_name_fishbase,genus_name,genus_name_fishbase,origin,invasive,IUCN_Global,IUCN_Med,Year_Global,Year_Med,Length_cm,Length_max,Depth_min_m,Depth_max_m,Continental_shelf,Continental_slope,Open_ocean,Habitat._soft,Habitat_rocky,Habitat_posidonia,Migration,Reproduction,Sex_shift,Semelparity,Larvae,Behav,Diet_type,BodyShapeI,Fresh,Brack,Saltwater,DemersPelag,AirBreathing,AnaCat,Vulnerability
Microichthys sanzoi,Microichthys sanzoi,Microichthys,Microichthys,E,0,DD,DD,2014,2014,5,6,50,500,0,0,1,0,0,0,no,NA,no,no,NA,NA,Carnivorous,short and / or deep,0,0,1,demersal,WaterAssumed,NA,10
Micromesistius poutassou,Micromesistius poutassou,Micromesistius,Micromesistius,U,0,NA,LC,NA,2011,30,45,30,400,0,1,0,0,0,0,Oceanodromous,Oviparous,no,no,Planktotrophic,Gregarious,Carnivorous,elongated,0,0,1,bathypelagic,WaterAssumed,oceanodromous,31.8
Microstoma microstoma,Microstoma microstoma,Microstoma,Microstoma,U,0,LC,DD,2015,2011,15,21,20,200,0,0,1,0,0,0,no,Oviparous,no,no,Planktotrophic,Solitary,Carnivorous,elongated,0,0,1,bathypelagic,WaterAssumed,NA,11
Millerigobius macrocephalus,Millerigobius macrocephalus,Millerigobius,Millerigobius,E,0,LC,NA,2025,NA,4.25,5,0.5,4,0,0,0,0,1,0,no,Oviparous,no,no,Planktotrophic,Solitary,Omnivorous,fusiform / normal,0,0,1,demersal,WaterAssumed,NA,10
Minyichthys sentus,Minyichthys sentus,Minyichthys,Minyichthys,U,0,LC,DD,2025,2016,5,6,50,100,1,1,1,1,1,0,no,Ovoviviparous,no,no,Planktotrophic,Solitary,Carnivorous,eel-like,0,0,1,demersal,WaterAssumed,NA,10
Mobula japanica,Mobula mobular,Mobula,Mobula,A,0,CR,EN,2025,2016,425,550,0.5,20,1,0,0,0,0,0,Oceanodromous,Ovoviviparous,no,no,no,Gregarious,Carnivorous,other,0,0,1,pelagic-neritic,WaterAssumed,oceanodromous,57.92
Mola mola,Mola mola,Mola,Mola,U,0,VU,DD,2015,2011,150,300,1,360,0,1,0,0,0,0,Oceanodromous,Oviparous,no,no,Planktotrophic,Solitary,Carnivorous,short and / or deep,0,0,1,pelagic-oceanic,WaterAssumed,oceanodromous,66.61
Molva dypterygia,Molva dypterygia,Molva,Molva,U,0,NA,LC,NA,2011,60,70,200,1000,0,1,1,NA,1,0,no,Oviparous,no,no,Planktotrophic,NA,Carnivorous,elongated,0,0,1,demersal,WaterAssumed,non-migratory,75.46
Molva molva,Molva molva,Molva,Molva,U,0,NA,DD,NA,2011,140,200,50,300,0,1,1,0,1,0,Oceanodromous,Oviparous,no,no,Planktotrophic,NA,Carnivorous,elongated,0,0,1,demersal,WaterAssumed,oceanodromous,77.21
Monishia ochetica,Coryogalops ocheticus,Monishia,Coryogalops,RS,1,EN,NA,2020,NA,5,6.2,1,5,0,0,0,1,1,1,Oceanodromous,Oviparous,no,no,Planktotrophic,NA,Carnivorous,fusiform / normal,0,0,1,demersal,WaterAssumed,NA,10
Monochirus hispidus,Monochirus hispidus,Monochirus,Monochirus,U,0,LC,DD,2015,2011,11,12,10,100,1,1,0,1,0,0,NA,Oviparous,no,no,Planktotrophic,NA,Carnivorous,short and / or deep,0,0,1,demersal,WaterAssumed,NA,30.06
Monotaxis grandoculis,Monotaxis grandoculis,Monotaxis,Monotaxis,RS,1,LC,NA,2016,NA,40,60,0,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,fusiform / normal,0,0,1,reef-associated,WaterAssumed,non-migratory,40.13
Mora moro,Mora moro,Mora,Mora,U,0,LC,LC,2015,2011,50,65,200,800,0,1,0,1,0,0,NA,Oviparous,no,no,Planktotrophic,Solitary,Carnivorous,fusiform / normal,0,0,1,bathypelagic,WaterAssumed,NA,68.93
Morone saxatilis,Morone saxatilis,Morone,Morone,A,1,LC,NA,2019,NA,120,200,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,fusiform / normal,1,1,1,demersal,WaterAssumed,anadromous,60.64
Mugil cephalus,Mugil cephalus,Mugil,Mugil,U,0,LC,LC,2024,2011,75,120,1,10,0,0,0,1,1,0,Catadromous,Oviparous,no,no,Planktotrophic,Gregarious,Carnivorous,fusiform / normal,1,1,1,benthopelagic,WaterAssumed,catadromous,42.76
Mullus barbatus,Mullus barbatus,Mullus,Mullus,U,0,LC,LC,2015,2011,20,30,30,300,1,1,0,1,0,0,NA,Oviparous,no,no,Planktotrophic,Gregarious,Carnivorous,fusiform / normal,0,0,1,demersal,WaterAssumed,NA,31.53
Mullus surmuletus,Mullus surmuletus,Mullus,Mullus,U,0,LC,LC,2015,2011,27.5,45,3,80,1,1,0,1,0,0,Oceanodromous,Oviparous,no,no,Planktotrophic,Gregarious,Carnivorous,fusiform / normal,0,0,1,demersal,WaterAssumed,oceanodromous,41.64
Muraena helena,Muraena helena,Muraena,Muraena,U,0,LC,LC,2015,2011,125,150,5,50,1,0,0,0,1,0,NA,Oviparous,no,no,Planktotrophic,Solitary,Carnivorous,eel-like,0,0,1,reef-associated,WaterAssumed,NA,79.49
Muraenesox cinereus,Muraenesox cinereus,Muraenesox,Muraenesox,RS,1,LC,NA,2021,NA,150,200,10,300,1,1,0,1,0,0,Oceanodromous,Oviparous,no,yes,Planktotrophic,Solitary,Piscivorous,fusiform / normal,1,1,1,demersal,WaterAssumed,oceanodromous,61.77
Mustelus asterias,Mustelus asterias,Mustelus,Mustelus,U,0,NT,VU,2021,2016,115,150,10,200,0,0,0,1,0,0,NA,Ovoviviparous,no,no,no,Solitary,Carnivorous,elongated,0,0,1,demersal,WaterAssumed,NA,70.5
Mustelus mustelus,Mustelus mustelus,Mustelus,Mustelus,U,0,EN,VU,2021,2016,110,160,10,60,1,0,0,1,1,0,NA,Viviparous,no,no,no,Gregarious,Carnivorous,elongated,0,0,1,demersal,WaterAssumed,NA,84.21
Mycteroperca fusca,Mycteroperca fusca,Mycteroperca,Mycteroperca,A,1,VU,NA,2018,NA,NA,80,1,200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,fusiform / normal,0,0,1,demersal,WaterAssumed,NA,52
Mycteroperca rubra,Mycteroperca rubra,Mycteroperca,Mycteroperca,U,0,LC,LC,2018,2011,45,80,15,50,0,0,0,1,1,0,NA,Oviparous,Protogynous,no,Planktotrophic,NA,Carnivorous,fusiform / normal,0,0,1,demersal,WaterAssumed,NA,67.26
Myctophum punctatum,Myctophum punctatum,Myctophum,Myctophum,U,0,LC,LC,2015,2011,5,11,1,1000,0,0,1,0,0,0,Oceanodromous,Oviparous,no,no,Planktotrophic,Solitary,Carnivorous,elongated,0,0,1,bathypelagic,WaterAssumed,oceanodromous,32.31
Myliobatis aquila,Myliobatis aquila,Myliobatis,Myliobatis,U,0,CR,VU,2021,2016,110,180,10,60,0,0,0,1,0,0,NA,Ovoviviparous,no,no,no,Gregarious,Carnivorous,other,0,1,1,benthopelagic,WaterAssumed,NA,82.5
Myxine glutinosa,Myxine glutinosa,Myxine,Myxine,U,0,LC,LC,2011,2011,50,80,20,600,0,0,1,1,0,0,NA,Oviparous,no,no,no,Mix,Carnivorous,eel-like,0,0,1,bathydemersal,WaterAssumed,non-migratory,58
Nansenia iberica,Nansenia iberica,Nansenia,Nansenia,E,0,DD,DD,2014,2014,NA,25,500,600,0,0,1,0,0,0,no,Oviparous,no,no,Planktotrophic,Mix,Carnivorous,elongated,0,0,1,bathypelagic,WaterAssumed,NA,20.5
Nansenia oblita,Nansenia oblita,Nansenia,Nansenia,U,0,NA,DD,NA,2011,7,18,300,500,0,0,1,0,0,0,no,Oviparous,no,no,Planktotrophic,NA,Carnivorous,elongated,0,0,1,pelagic-oceanic,WaterAssumed,NA,11.96
Naso annulatus,Naso annulatus,Naso,Naso,RS,1,LC,NA,2012,NA,NA,100,1,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,fusiform / normal,0,0,1,reef-associated,WaterAssumed,NA,45.06
Naucrates ductor,Naucrates ductor,Naucrates,Naucrates,U,0,LC,LC,2015,2011,40,70,1,15,0,0,1,0,0,0,no,Oviparous,no,no,Planktotrophic,Gregarious,Carnivorous,fusiform / normal,0,0,1,reef-associated,WaterAssumed,NA,48
Nemichthys scolopaceus,Nemichthys scolopaceus,Nemichthys,Nemichthys,U,0,LC,LC,2015,2011,NA,130,1,3600,1,1,1,0,0,0,Oceanodromous,Oviparous,no,yes,Planktotrophic,Mix,Carnivorous,eel-like,0,0,1,bathypelagic,WaterAssumed,NA,50.54
Nemipterus japonicus,Nemipterus japonicus,Nemipterus,Nemipterus,RS,0,LC,NA,2019,NA,5,80,5,80,0,0,0,1,0,0,no,Oviparous,no,no,Planktotrophic,Gregarious,Carnivorous,fusiform / normal,0,0,1,demersal,WaterAssumed,non-migratory,20.71
Nemipterus randalli,Nemipterus randalli,Nemipterus,Nemipterus,RS,1,LC,NA,2019,NA,12,30,20,200,0,0,0,1,0,0,no,Oviparous,no,no,Planktotrophic,Gregarious,Carnivorous,fusiform / normal,0,0,1,demersal,WaterAssumed,non-migratory,18.02
Neoniphon sammara,Neoniphon sammara,Neoniphon,Neoniphon,RS,1,LC,NA,2016,NA,23,32,0,46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,fusiform / normal,0,0,1,reef-associated,WaterAssumed,NA,25.61
Nerophis maculatus,Nerophis maculatus,Nerophis,Nerophis,U,0,NT,DD,2026,2016,22.5,30,1,20,0,0,0,0,0,1,NA,androViviparous,no,no,no,Solitary,Carnivorous,eel-like,0,0,1,demersal,WaterAssumed,NA,20
Nerophis ophidion,Nerophis ophidion,Nerophis,Nerophis,U,0,LC,LC,2025,2016,23.5,30,1,10,0,0,0,0,0,1,NA,androViviparous,no,no,no,NA,Carnivorous,eel-like,1,1,1,demersal,WaterAssumed,NA,16.82
Nettastoma melanurum,Nettastoma melanura,Nettastoma,Nettastoma,U,0,LC,LC,2015,2011,70,80,80,400,0,1,0,1,0,0,NA,Oviparous,no,no,Planktotrophic,NA,Carnivorous,eel-like,0,0,1,bathypelagic,WaterAssumed,NA,51.92
Nezumia aequalis,Nezumia aequalis,Nezumia,Nezumia,U,0,LC,LC,2015,2011,25,36,200,2300,0,0,1,0,0,0,no,Oviparous,no,no,Planktotrophic,NA,Carnivorous,elongated,0,0,1,benthopelagic,WaterAssumed,non-migratory,26
Nezumia sclerorhynchus,Nezumia sclerorhynchus,Nezumia,Nezumia,U,0,LC,LC,2015,2011,30,36,500,3200,0,0,1,0,0,0,no,Oviparous,no,no,Planktotrophic,NA,Carnivorous,elongated,0,0,1,bathypelagic,WaterAssumed,non-migratory,48.36
Notacanthus bonaparte,Notacanthus bonaparte,Notacanthus,Notacanthus,U,0,NA,LC,NA,2011,20,26,400,2000,0,1,1,0,0,0,no,Oviparous,no,no,Planktotrophic,Gregarious,Carnivorous,elongated,0,0,1,benthopelagic,WaterAssumed,NA,16
Notoscopelus bolini,Notoscopelus bolini,Notoscopelus,Notoscopelus,U,0,LC,LC,2015,2011,8.5,10,1,1300,0,0,1,0,0,0,Oceanodromous,NA,no,no,NA,NA,Carnivorous,elongated,0,0,1,pelagic-oceanic,WaterAssumed,oceanodromous,10
Notoscopelus elongatus,Notoscopelus elongatus,Notoscopelus,Notoscopelus,E,0,LC,LC,2014,2014,7,11,45,1000,0,0,1,1,0,0,Oceanodromous,Oviparous,no,no,Planktotrophic,Solitary,Carnivorous,elongated,0,0,1,pelagic-oceanic,WaterAssumed,oceanodromous,10
Oblada melanura,Oblada melanurus,Oblada,Oblada,U,0,LC,LC,2014,2011,17.5,30,1,10,0,0,0,0,1,1,NA,Oviparous,Protogynous,no,Planktotrophic,Gregarious,Omnivorous,fusiform / normal,0,0,1,benthopelagic,WaterAssumed,oceanodromous,34.35
Odondebuenia balearica,Odondebuenia balearica,Odondebuenia,Odondebuenia,E,0,LC,LC,2025,2025,3.5,3.9,25,40,1,0,0,0,1,0,no,Oviparous,no,no,Planktotrophic,Solitary,Carnivorous,elongated,0,0,1,demersal,WaterAssumed,NA,10
Odontaspis ferox,Odontaspis ferox,Odontaspis,Odontaspis,U,0,EN,CR,2024,2016,370,450,40,300,1,1,0,1,1,0,no,Ovoviviparous,no,no,no,Solitary,Carnivorous,fusiform / normal,0,0,1,benthopelagic,WaterAssumed,NA,90
Odonus niger,Odonus niger,Odonus,Odonus,RS,1,LC,NA,2022,NA,30,50,5,110,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,short and / or deep,0,0,1,reef-associated,WaterAssumed,non-migratory,40
Oedalechilus labeo,Oedalechilus labeo,Oedalechilus,Oedalechilus,U,0,NA,LC,NA,2011,21.5,25,1,10,0,0,0,1,1,1,NA,Oviparous,no,no,Planktotrophic,Gregarious,Omnivorous,fusiform / normal,0,1,1,demersal,WaterAssumed,NA,33.22
Oligopus ater,Grammonus ater,Oligopus,Grammonus,E,0,LC,LC,2014,2014,9,12,5,50,0,1,0,1,1,0,no,Viviparous,no,no,no,Solitary,Carnivorous,elongated,0,0,1,reef-associated,WaterAssumed,NA,10
Omobranchus punctatus,Omobranchus punctatus,Omobranchus,Omobranchus,RS,1,LC,NA,2026,NA,5,9.5,1,5,0,0,0,0,1,0,no,Oviparous,no,no,Leicitotrophic,NA,Omnivorous,elongated,0,1,1,benthopelagic,WaterAssumed,NA,10
Oncorhynchus kisutch,Oncorhynchus kisutch,Oncorhynchus,Oncorhynchus,O,1,LC,NA,2024,NA,71,107.9499969,0,250,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,fusiform / normal,1,1,1,pelagic-neritic,WaterAssumed,anadromous,47.71
Opeatogenys gracilis,Opeatogenys gracilis,Opeatogenys,Opeatogenys,E,0,LC,LC,2014,2014,2.5,3,3,20,0,0,0,0,1,0,no,Oviparous,no,no,Planktotrophic,Solitary,Carnivorous,elongated,0,0,1,demersal,WaterAssumed,NA,10
Ophichthus rufus,Ophichthus rufus,Ophichthus,Ophichthus,E,0,LC,LC,2014,2014,55,60,50,300,1,1,0,1,0,0,NA,Oviparous,no,no,Planktotrophic,NA,Carnivorous,eel-like,0,0,1,demersal,WaterAssumed,NA,44
Ophidion barbatum,Ophidion barbatum,Ophidion,Ophidion,U,0,LC,LC,2019,2011,23,30,10,100,1,0,0,1,1,0,NA,Oviparous,no,no,Planktotrophic,Solitary,Carnivorous,elongated,0,0,1,demersal,WaterAssumed,NA,15.4
Ophidion rochei,Ophidion rochei,Ophidion,Ophidion,E,0,DD,DD,2011,2011,22.5,30,5,20,1,0,0,0,1,0,NA,Oviparous,no,no,Planktotrophic,Solitary,Carnivorous,elongated,0,0,1,demersal,WaterAssumed,NA,19.25
Ophioblennius atlanticus,Ophioblennius atlanticus,Ophioblennius,Ophioblennius,A,1,LC,NA,2025,NA,NA,19,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,fusiform / normal,0,0,1,reef-associated,WaterAssumed,NA,10
Ophisurus serpens,Ophisurus serpens,Ophisurus,Ophisurus,U,0,LC,LC,2015,2011,190,240,50,300,1,1,0,1,0,0,NA,Oviparous,no,no,Planktotrophic,NA,Carnivorous,eel-like,0,1,1,demersal,WaterAssumed,NA,90
Oplegnathus fasciatus,Oplegnathus fasciatus,Oplegnathus,Oplegnathus,O,1,LC,NA,2024,NA,NA,80,1,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,short and / or deep,0,0,1,reef-associated,WaterAssumed,NA,52
Orcynopsis unicolor,Orcynopsis unicolor,Orcynopsis,Orcynopsis,U,0,LC,LC,2023,2011,115,130,1,40,0,0,0,0,0,0,Oceanodromous,Oviparous,no,no,Planktotrophic,Mix,Piscivorous,fusiform / normal,0,1,1,pelagic-neritic,WaterAssumed,oceanodromous,86.58
Orthopristis chrysoptera,Orthopristis chrysoptera,Orthopristis,Orthopristis,A,1,LC,NA,2015,NA,30,46,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,short and / or deep,0,1,1,demersal,WaterAssumed,oceanodromous,30.14
Ostorhinchus fasciatus,Ostorhinchus fasciatus,Ostorhinchus,Ostorhinchus,RS,1,LC,NA,2022,NA,7,12.60000038,2,128,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,short and / or deep,0,0,1,reef-associated,WaterAssumed,NA,10
Ostracion cubicus,Ostracion cubicum,Ostracion,Ostracion,RS,1,LC,NA,2024,NA,NA,45,1,280,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,short and / or deep,0,0,1,reef-associated,WaterAssumed,NA,35
Oxynotus centrina,Oxynotus centrina,Oxynotus,Oxynotus,U,0,EN,CR,2021,2016,90,150,60,500,1,1,0,1,1,0,NA,Ovoviviparous,no,no,no,NA,Carnivorous,elongated,0,0,1,bathydemersal,WaterAssumed,NA,90
Oxyurichthys keiensis,Oxyurichthys keiensis,Oxyurichthys,Oxyurichthys,RS,1,LC,NA,2025,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,fusiform / normal,0,1,1,demersal,WaterAssumed,NA,10
Oxyurichthys papuensis,Oxyurichthys papuensis,Oxyurichthys,Oxyurichthys,RS,0,LC,NA,2019,NA,9,11,30,50,0,0,0,1,1,0,no,Oviparous,no,no,Planktotrophic,NA,Carnivorous,fusiform / normal,0,1,1,reef-associated,WaterAssumed,NA,12
Oxyurichthys petersii,Oxyurichthys petersii,Oxyurichthys,Oxyurichthys,RS,1,LC,NA,2019,NA,8,15,1,70,0,0,0,1,0,0,no,Oviparous,no,no,Planktotrophic,NA,Carnivorous,fusiform / normal,0,0,1,reef-associated,WaterAssumed,NA,10
Pagellus acarne,Pagellus acarne,Pagellus,Pagellus,U,0,LC,LC,2014,2011,27.5,36,20,100,1,0,0,1,0,1,Oceanodromous,Oviparous,Protandrous,no,Planktotrophic,Gregarious,Carnivorous,fusiform / normal,0,0,1,benthopelagic,WaterAssumed,oceanodromous,36.56
Pagellus bellottii,Pagellus bellottii,Pagellus,Pagellus,A,1,LC,NA,2014,NA,25,42,10,250,1,1,0,1,1,0,no,Oviparous,Protogynous,no,Planktotrophic,Solitary,Carnivorous,fusiform / normal,0,0,1,demersal,WaterAssumed,NA,42.85
Pagellus bogaraveo,Pagellus bogaraveo,Pagellus,Pagellus,U,0,NT,LC,2014,2011,55,70,30,300,1,1,0,0,1,0,Oceanodromous,Oviparous,Protandrous,no,Planktotrophic,Gregarious,Carnivorous,fusiform / normal,0,0,1,benthopelagic,WaterAssumed,NA,63.82
Pagellus erythrinus,Pagellus erythrinus,Pagellus,Pagellus,U,0,LC,LC,2014,2011,35,60,20,100,1,0,0,1,1,0,Oceanodromous,Oviparous,Protogynous,no,Planktotrophic,Mix,Carnivorous,fusiform / normal,0,0,1,benthopelagic,WaterAssumed,NA,39.81
Pagrus auriga,Pagrus auriga,Pagrus,Pagrus,U,0,LC,DD,2014,2011,50,80,10,80,0,0,0,0,1,0,Oceanodromous,Oviparous,Protogynous,no,Leicitotrophic,NA,Carnivorous,short and / or deep,0,0,1,benthopelagic,WaterAssumed,oceanodromous,59.04
Pagrus caeruleostictus,Pagrus caeruleostictus,Pagrus,Pagrus,U,0,LC,DD,2014,2011,65,90,20,80,0,0,0,0,1,0,Oceanodromous,Oviparous,Protogynous,no,Planktotrophic,Gregarious,Carnivorous,short and / or deep,0,1,1,benthopelagic,WaterAssumed,oceanodromous,45.6
Pagrus major,Pagrus major,Pagrus,Pagrus,O,1,LC,NA,2014,NA,25,100,30,200,1,0,0,1,1,0,Oceanodromous,Viviparous,no,no,Planktotrophic,Gregarious,Carnivorous,fusiform / normal,0,0,1,demersal,WaterAssumed,oceanodromous,58.39
Pagrus pagrus,Pagrus pagrus,Pagrus,Pagrus,U,0,LC,LC,2014,2011,60,80,15,100,0,0,0,1,1,0,Oceanodromous,Oviparous,Protogynous,no,Planktotrophic,Solitary,Carnivorous,fusiform / normal,0,0,1,benthopelagic,WaterAssumed,oceanodromous,58.41
Pampus argenteus,Pampus argenteus,Pampus,Pampus,RS,1,NA,NA,NA,NA,50,65,1,30,0,0,1,1,0,0,Oceanodromous,Oviparous,no,no,Planktotrophic,Gregarious,Carnivorous,short and / or deep,0,0,1,benthopelagic,WaterAssumed,oceanodromous,30.52
Panturichthys fowleri,Panturichthys fowleri,Panturichthys,Panturichthys,E,0,DD,DD,2014,2014,65,70,30,60,1,0,0,1,0,0,NA,Oviparous,no,no,Planktotrophic,Solitary,Carnivorous,eel-like,0,0,1,demersal,WaterAssumed,NA,55.4
Papilloculiceps longiceps,Papilloculiceps longiceps,Papilloculiceps,Papilloculiceps,RS,1,LC,NA,2018,NA,70,100,1,15,1,0,0,1,1,0,no,Oviparous,no,no,Planktotrophic,Solitary,Carnivorous,elongated,0,0,1,reef-associated,WaterAssumed,non-migratory,48
Parablennius gattorugine,Parablennius gattorugine,Parablennius,Parablennius,U,0,LC,LC,2026,2011,22.5,30,3,20,0,0,0,0,1,0,no,Oviparous,no,no,Planktotrophic,Solitary,Carnivorous,fusiform / normal,0,0,1,demersal,Facultative,non-migratory,20
Parablennius incognitus,Parablennius incognitus,Parablennius,Parablennius,U,0,LC,LC,2026,2011,6.5,8,0.5,3,0,0,0,0,1,0,no,Oviparous,no,no,Planktotrophic,Solitary,Carnivorous,fusiform / normal,0,0,1,demersal,FacultativeGenus,NA,10
Parablennius pilicornis,Parablennius pilicornis,Parablennius,Parablennius,A,0,LC,LC,2026,2011,9,12,1,5,0,0,0,0,1,1,no,Oviparous,no,no,Planktotrophic,Solitary,Carnivorous,fusiform / normal,0,0,1,demersal,FacultativeGenus,NA,10
Parablennius rouxi,Parablennius rouxi,Parablennius,Parablennius,U,0,LC,LC,2026,2014,6.5,8,3,30,0,0,0,1,1,0,no,Oviparous,no,no,Planktotrophic,Solitary,Carnivorous,elongated,0,0,1,demersal,FacultativeGenus,NA,10
Parablennius sanguinolentus,Parablennius sanguinolentus,Parablennius,Parablennius,U,0,LC,LC,2026,2011,19,22,1,5,0,0,0,0,1,0,no,Oviparous,no,no,Planktotrophic,Solitary,Carnivorous,fusiform / normal,0,0,1,demersal,FacultativeGenus,non-migratory,10
Parablennius tentacularis,Parablennius tentacularis,Parablennius,Parablennius,U,0,LC,LC,2026,2011,10.5,15,5,15,0,0,0,1,0,0,no,Oviparous,no,no,Planktotrophic,Solitary,Carnivorous,fusiform / normal,0,1,1,demersal,FacultativeGenus,NA,10
Parablennius thysanius,Parablennius thysanius,Parablennius,Parablennius,A,1,LC,NA,2026,NA,NA,6.199999809,1,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,fusiform / normal,0,0,1,demersal,FacultativeGenus,NA,10
Parablennius zvonimiri,Parablennius zvonimiri,Parablennius,Parablennius,E,0,LC,NA,2026,NA,6.5,8,1,5,0,0,0,0,1,1,no,Oviparous,no,no,Planktotrophic,Solitary,Carnivorous,fusiform / normal,0,0,1,demersal,FacultativeGenus,NA,10
Paracanthurus hepatus,Paracanthurus hepatus,Paracanthurus,Paracanthurus,O,1,LC,NA,2012,NA,NA,31,2,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,short and / or deep,0,0,1,reef-associated,WaterAssumed,NA,21
Paralepis coregonoides,Paralepis coregonoides,Paralepis,Paralepis,E,0,LC,LC,2019,2011,25,50,50,1000,0,0,1,0,0,0,Oceanodromous,Oviparous,no,no,Planktotrophic,Solitary,Omnivorous,elongated,0,0,1,bathypelagic,WaterAssumed,oceanodromous,44.4
Paralepis speciosa,Paralepis speciosa,Paralepis,Paralepis,E,0,LC,NA,2014,NA,45,50,100,660,0,0,1,0,0,0,no,Oviparous,no,no,Planktotrophic,Solitary,Carnivorous,elongated,0,0,1,bathypelagic,WaterAssumed,NA,27.17
Paralichthys lethostigma,Paralichthys lethostigma,Paralichthys,Paralichthys,A,1,NT,NA,2015,NA,50,83,1,43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,short and / or deep,0,1,1,demersal,WaterAssumed,NA,43.52
Paraliparis leptochirus,Eutelichthys leptochirus,Paraliparis,Eutelichthys,E,0,DD,DD,2014,2014,3,5,500,700,0,0,1,0,0,0,no,Oviparous,no,no,Planktotrophic,NA,Carnivorous,Elongated,0,0,1,bathydemersal,WaterAssumed,NA,10
Paraliparis murieli,Paraliparis murieli,Paraliparis,Paraliparis,E,0,DD,DD,2014,2014,NA,NA,500,600,0,0,1,0,0,0,no,Oviparous,no,no,Planktotrophic,NA,Carnivorous,elongated,0,0,1,bathydemersal,WaterAssumed,NA,10
Paranthias furcifer,Paranthias furcifer,Paranthias,Paranthias,A,1,NA,NA,NA,NA,20,30,8,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,fusiform / normal,0,0,1,reef-associated,WaterAssumed,NA,38.14
Parapristipoma octolineatum,Parapristipoma octolineatum,Parapristipoma,Parapristipoma,A,0,LC,DD,2015,2011,30,50,10,30,0,0,0,1,1,0,no,Oviparous,no,no,Planktotrophic,Gregarious,Carnivorous,fusiform / normal,0,0,1,demersal,WaterAssumed,NA,44.4
Parascorpaena mcadamsi,Parascorpaena mcadamsi,Parascorpaena,Parascorpaena,RS,1,LC,NA,2016,NA,NA,8,7,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,fusiform / normal,0,0,1,reef-associated,WaterAssumed,NA,10
Parexocoetus mento,Parexocoetus mento,Parexocoetus,Parexocoetus,RS,1,NA,NA,NA,NA,10,13,1,20,1,0,0,0,0,0,Oceanodromous,Oviparous,no,no,Planktotrophic,NA,Carnivorous,elongated,0,0,1,pelagic-neritic,WaterAssumed,oceanodromous,10
Parophidion vassali,Parophidion vassali,Parophidion,Parophidion,E,0,DD,DD,2011,2011,23,26,20,100,1,0,0,0,1,1,NA,Oviparous,no,no,Planktotrophic,Solitary,Carnivorous,eel-like,0,0,1,demersal,WaterAssumed,NA,20.5
Parupeneus forsskali,Parupeneus forsskali,Parupeneus,Parupeneus,RS,1,LC,NA,2020,NA,25,28,1,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,fusiform / normal,0,1,1,reef-associated,WaterAssumed,NA,15.09
Parupeneus rubescens,Parupeneus rubescens,Parupeneus,Parupeneus,RS,1,LC,NA,2020,NA,23,43,NA,200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,fusiform / normal,0,0,1,reef-associated,WaterAssumed,NA,33
Pelates quadrilineatus,Pelates quadrilineatus,Pelates,Pelates,RS,1,NA,NA,NA,NA,10,12,1,10,0,0,0,1,0,1,no,Oviparous,no,no,Planktotrophic,Gregarious,Carnivorous,fusiform / normal,0,1,1,reef-associated,WaterAssumed,NA,20
Pempheris rhomboidea,Pempheris rhomboidea,Pempheris,Pempheris,RS,1,NA,NA,NA,NA,NA,17.60000038,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,short and / or deep,0,0,1,pelagic-neritic,WaterAssumed,NA,10
Pempheris vanicolensis,Pempheris vanicolensis,Pempheris,Pempheris,RS,0,NA,NA,NA,NA,12,20,3,50,0,0,0,0,1,0,no,Oviparous,no,no,Planktotrophic,Gregarious,Carnivorous,short and / or deep,0,0,1,reef-associated,WaterAssumed,NA,10
